"SHCODE","YEAR","N0F15","PRIF15","PRICF15","SECF15","SECCF15","HIGHF15","HIGHCF15","TYRF15","PYRF15","SYRF15","HYRF15"
88,1975,83.4,9.9,3.7,5.1,0.9,1.6,0.4,1.11,0.81,0.25,0.04
88,1980,76,12.6,4.8,9.1,1.5,2.3,0.8,1.69,1.21,0.42,0.06
88,1985,62.2,22.4,8.5,12.5,2.9,2.9,1.1,2.51,1.85,0.58,0.08
88,1990,53.8,27.8,10.5,14.4,3.9,4.1,1.4,3.08,2.26,0.71,0.11
89,1960,22.4,40.4,15.3,30,11.7,7.2,2.5,6.51,5.2,1.12,0.19
89,1965,22.5,39.5,14.9,30,10.9,8,2.5,6.56,5.21,1.14,0.21
89,1970,16.6,33.8,12.8,37.4,13.7,12.3,4,7.67,5.83,1.51,0.32
89,1975,9.9,29.9,11.3,43.1,16.2,17.1,5.5,8.79,6.46,1.87,0.45
89,1980,10.6,25.8,9.8,44.3,16.4,19.2,6.2,9,6.51,1.98,0.51
89,1985,11.5,24,9.1,44,16.2,20.5,6.8,9.06,6.48,2.02,0.55
89,1990,11.8,22.1,8.4,44.5,15.8,21.7,7.2,9.16,6.51,2.07,0.58
90,1960,3.6,48.9,23.5,45.2,27.1,2.4,0.6,7.4,5.03,2.31,0.06
90,1965,3.1,44.7,20.7,49.5,14.5,2.8,0.6,7.26,5.1,2.09,0.07
90,1970,2.7,48.9,22.4,44.6,13.5,3.8,0.8,7.1,5.04,1.97,0.09
90,1975,2.6,45.1,20.5,47.2,15,5.1,1.1,7.4,5.11,2.17,0.12
90,1980,0.5,40.5,18.4,47.7,15.3,11.3,3,8.16,5.31,2.57,0.29
90,1985,0.5,37.1,16.8,50.4,16.2,12,3.2,8.38,5.36,2.72,0.3
90,1990,0.4,30.1,13.6,52.9,17,16.6,4.5,9,5.48,3.09,0.42
91,1960,83.7,9,5.9,7,2.7,0.3,0.1,1.21,0.89,0.31,0.01
91,1965,76.5,14.1,6.5,8.9,2.8,0.5,0.1,1.57,1.18,0.38,0.01
91,1970,66.8,22,8.6,10.7,3.5,0.6,0.1,2.07,1.59,0.46,0.02
91,1975,61.5,24.1,8.7,13.5,3.9,1,0.2,2.45,1.85,0.58,0.02
91,1980,59,16.5,5.8,21,6.6,3.5,0.4,3.26,2.14,1.04,0.08
91,1985,47.9,17.9,6.2,25.7,5,8.5,1,4.4,2.78,1.43,0.19
91,1990,35.5,28.4,9.8,24.6,7.6,11.5,2.4,5.25,3.31,1.66,0.28
92,1960,55.4,34.5,30.7,9.4,3.8,0.7,0.3,3.02,2.56,0.44,0.02
92,1965,41.1,41.5,39.6,16,5,1.4,0.7,4.23,3.48,0.71,0.04
92,1970,36.8,43.1,16.9,18.3,5.6,1.8,0.9,3.88,3,0.82,0.05
92,1975,23,41.6,17,32.3,10.6,3.1,1.7,5.45,3.88,1.47,0.1
92,1980,18.4,33.2,15.9,43.6,22.1,4.7,2.6,6.77,4.37,2.26,0.15
92,1985,15.2,24.1,15.8,52.6,21.6,8.2,4,7.8,4.84,2.72,0.24
92,1990,12.1,19.7,18.9,59.6,41.1,8.6,3.9,9.04,5.25,3.54,0.25
93,1960,64.3,23.8,10.3,10.1,4.1,1.8,1.1,1.93,1.16,0.71,0.06
93,1965,60.1,26,9.9,12.4,4.9,1.5,0.9,2.13,1.27,0.81,0.05
93,1970,58.1,21.7,8.7,18.1,5.6,2,0.7,2.58,1.41,1.11,0.06
93,1975,62.7,10.6,3.3,23.7,10.6,3.1,0.7,3.04,1.35,1.62,0.07
93,1980,52,9.2,3,33.1,15.4,5.7,1.9,4.34,1.79,2.39,0.15
93,1985,43.9,7.1,2.4,40,21.4,9,3.3,5.57,2.15,3.17,0.25
93,1990,39.6,7.9,2.7,42.5,19.3,9.9,4.6,5.87,2.31,3.27,0.29
94,1960,70.7,23.9,6.2,5,1.4,0.5,0.3,1.51,1.23,0.26,0.02
94,1965,60.8,30.9,8.1,7.6,1.3,0.6,0.4,2.04,1.67,0.36,0.02
94,1970,52.9,35.1,9.2,11.3,2.1,0.6,0.4,2.58,2.05,0.52,0.02
94,1975,45.8,37.2,9.9,16.3,3.2,0.8,0.4,3.19,2.43,0.74,0.02
94,1980,39.5,37.8,10.5,21.6,3.8,1.2,0.5,3.81,2.81,0.97,0.03
94,1985,34.5,38,16.2,25.7,6.8,1.8,0.8,4.6,3.28,1.27,0.05
94,1990,29.3,38.6,18.7,29.6,9.5,2.6,1.2,5.27,3.65,1.55,0.08
95,1960,99.6,0.2,0,0.2,0,0,0,0.03,0.02,0,0
95,1965,99.4,0.2,0.1,0.4,0,0.1,0,0.05,0.04,0.01,0
95,1970,99.2,0.2,0.1,0.5,0.1,0,0,0.05,0.04,0.01,0
95,1975,98.5,0.6,0.2,0.8,0.1,0.1,0,0.1,0.08,0.02,0
95,1980,96.8,1.3,0.4,1.6,0.1,0.3,0.1,0.2,0.16,0.04,0.01
95,1985,91.1,5.8,1.7,2.5,0.3,0.5,0.2,0.48,0.41,0.06,0.01
95,1990,86.7,8.2,2.4,4.3,0.5,0.8,0.3,0.74,0.62,0.1,0.02
97,1960,93.6,5.7,0.4,0.6,0.1,0,0,0.22,0.19,0.04,0
97,1965,93.2,5.3,2.5,1.4,0.1,0.1,0,0.36,0.27,0.08,0
97,1970,91.1,5.7,3.7,1.8,0.4,1.4,1.1,0.64,0.4,0.2,0.05
97,1975,89.5,6.8,3.2,2.4,0.4,1.3,1,0.7,0.44,0.22,0.05
97,1980,86.3,6.1,2.4,6.8,1.7,0.8,0.5,1.05,0.59,0.43,0.03
97,1985,85.1,7.5,2.7,6.3,1.6,1.2,0.6,1.09,0.63,0.43,0.03
97,1990,65.4,14.3,5,19,10.5,1.3,0.9,2.79,1.5,1.25,0.05
98,1960,28,53.6,14.5,12.5,3.9,5.9,2.7,3.88,3.15,0.56,0.17
98,1965,26.3,53.6,15.3,12.1,3.3,8,3.4,4.13,3.28,0.63,0.23
98,1970,21.1,54.4,17.5,14.6,3.4,9.9,4.4,4.67,3.63,0.76,0.29
98,1975,11.3,54.4,23.9,21.5,7,12.9,6.4,5.88,4.41,1.08,0.39
98,1980,9.8,49.3,23.3,24.2,8.6,16.7,8.3,6.46,4.64,1.33,0.5
98,1985,9.1,48.2,23.5,22.4,7.8,20.3,9.6,6.73,4.71,1.42,0.6
98,1990,8.4,46.8,23.8,23.9,8.6,20.9,11.8,6.95,4.81,1.49,0.65
100,1960,64.3,12.7,5.2,23,5.4,0,0,2.95,1.92,1.03,0
100,1965,56.2,18.5,7.6,24.9,5,0.5,0,3.44,2.3,1.13,0.01
100,1970,47.7,23.4,9.6,27.9,5.6,1,0.2,4.05,2.73,1.29,0.03
100,1975,39.9,26.7,10.9,31.3,6.3,2.1,0.6,4.69,3.13,1.5,0.05
100,1980,43.4,18.8,7.7,35,7.7,2.8,1.1,4.86,3.06,1.72,0.08
100,1985,35.7,22.4,9.2,37.9,9.1,3.9,1.6,5.5,3.46,1.93,0.11
100,1990,29.6,32.2,13.2,34.7,8.4,3.5,1.1,5.52,3.65,1.77,0.09
101,1960,38.3,38.7,5.6,22.8,6.5,0.2,0.1,3.3,2.26,1.04,0
101,1965,38.9,37.3,9.7,23.5,5.8,0.3,0.1,3.42,2.37,1.05,0.01
101,1970,27.2,45.8,26.5,26.1,6.1,1,0.4,4.38,3.16,1.19,0.03
101,1975,34,36.1,11.9,28.9,6.6,0.9,0.4,4.03,2.69,1.31,0.03
101,1980,18.2,42.6,14.3,38.7,9.7,0.6,0.1,5.14,3.39,1.73,0.01
101,1985,16.1,41.2,14,41.8,10.2,0.9,0.2,5.42,3.52,1.88,0.02
101,1990,17.5,36.4,12.4,44.7,11.2,1.4,0.4,5.61,3.52,2.05,0.03
102,1960,87.9,10.4,3.6,1.6,0.3,0.1,0,0.58,0.52,0.06,0
102,1965,83.7,13.1,3.7,2.8,0.4,0.4,0,0.83,0.7,0.12,0.01
102,1970,80,15.4,5,4.3,0.5,0.3,0,1.06,0.89,0.16,0.01
102,1975,73,18.2,6.1,7.6,1.1,1.2,0.1,1.62,1.26,0.34,0.03
102,1980,63.2,23.2,7.9,10.9,1.9,2.7,0.6,2.37,1.75,0.55,0.07
102,1985,54.4,26.1,9,15.1,3,4.4,1.3,3.15,2.22,0.81,0.12
102,1990,45.1,31.4,10.8,17.4,4.4,6.1,2.1,3.86,2.68,1.02,0.16
103,1960,53.9,30.9,8.6,13.5,4.6,1.7,0.7,2.78,2.09,0.64,0.05
103,1965,45.6,38.6,11.8,13.9,6.8,1.8,0.6,3.24,2.46,0.73,0.05
103,1970,37,42.1,15.4,18.5,4.9,2.4,0.6,3.88,2.98,0.84,0.06
103,1975,28.5,40.6,20.7,26.8,15.6,4,1.2,5.3,3.69,1.51,0.1
103,1980,24.2,38.3,32.5,32.7,12,4.8,1.5,6.12,4.37,1.63,0.12
103,1985,21.2,36.5,23.8,36.6,15.4,5.7,1.8,6.4,4.35,1.9,0.15
103,1990,18.8,33.4,19.2,36.9,15.5,10.9,2.2,6.93,4.44,2.22,0.26
104,1960,45.8,49.8,38.6,4,1,0.4,0.2,3.59,3.41,0.17,0.01
104,1965,39.9,55.1,18.6,4.5,1,0.5,0.4,3.14,2.93,0.2,0.02
104,1970,31.9,62.5,19,4.8,0.8,0.8,0.4,3.49,3.25,0.22,0.02
104,1975,31.4,60.5,14.6,7.1,1.2,1,0.6,3.54,3.2,0.31,0.03
104,1980,18.5,69.2,3.3,9.5,3.8,2.8,1.2,4.04,3.4,0.57,0.08
104,1985,17.7,68,22.1,9.6,2.5,4.6,2.3,4.93,4.15,0.64,0.14
104,1990,19.7,64.2,28.6,10.2,3.1,5.9,3.9,5.32,4.37,0.75,0.19
105,1975,74.2,5.4,2.1,17,6.1,3.4,2,2.45,1.45,0.89,0.11
106,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0,0,1.79769313486232e+308,1.79769313486232e+308,0,0
106,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0,0,1.79769313486232e+308,1.79769313486232e+308,0,0
106,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0,0,1.79769313486232e+308,1.79769313486232e+308,0,0
106,1975,99.7,0.2,0.1,0,0,0,0,0.01,0.01,0,0
106,1980,98.7,1,0.4,0.2,0.1,0,0,0.06,0.05,0.01,0
106,1985,97.1,2,0.8,0.7,0.3,0.1,0,0.17,0.13,0.03,0
106,1990,92.7,4.6,1.7,2.2,0.9,0.4,0,0.48,0.35,0.12,0.01
107,1960,1.8,84.9,48.4,12.7,3.6,0.6,0.1,3.96,3.2,0.74,0.01
107,1965,2.3,81.6,46.5,15.1,4.8,0.9,0.3,4.16,3.21,0.93,0.02
107,1970,2.9,71.6,40.8,24.6,8.1,0.9,0.2,4.76,3.27,1.47,0.02
107,1975,3.3,67.2,38.3,27.5,8.9,2,0.4,5.07,3.29,1.73,0.05
107,1980,0,60.5,34.5,38.1,13.1,1.4,0.1,5.83,3.48,2.31,0.03
107,1985,1.1,56.2,32.1,39,13.6,3.8,0.6,6.14,3.48,2.58,0.09
107,1990,2.1,51.8,29.5,40,14.1,6.2,1.6,6.5,3.48,2.87,0.16
108,1960,1.8,65.4,42,29.7,7.9,3.2,1.9,7.47,6.06,1.32,0.1
108,1965,1.6,62.5,45.4,32.3,7.9,3.6,2,7.83,6.29,1.42,0.11
108,1970,1.4,60.5,56.4,33.6,11.4,4.6,2.4,8.53,6.76,1.63,0.14
108,1975,1.5,57.3,36.8,35.9,9.2,5.3,2.5,8,6.18,1.67,0.16
108,1980,1.6,53.4,28.2,38,10.4,7,3.3,8.08,6.01,1.87,0.21
108,1985,1.6,49.6,24,39.6,11.5,9.1,4.4,8.34,5.99,2.08,0.27
108,1990,1.9,46.4,21.6,40.2,12.4,11.5,5.8,8.61,6,2.27,0.35
109,1960,32.5,52.8,30.8,14.2,4.5,0.5,0.3,3.99,3.39,0.59,0.02
109,1965,27.6,55,22.5,17,5.5,0.5,0.3,4.09,3.37,0.7,0.01
109,1970,26.1,53.1,19.7,20.2,6.8,0.5,0.3,4.29,3.43,0.84,0.02
109,1975,25.8,42.4,15,26.6,7.9,5.2,3,5.13,3.63,1.34,0.16
109,1980,23.7,39,13.6,32.7,10.7,4.6,2.6,5.54,3.82,1.58,0.14
109,1985,22,30.5,10.6,37.1,13.2,10.3,5.7,6.53,4.08,2.13,0.32
109,1990,21.1,27.6,9.5,40.3,14.8,10.9,5.6,6.83,4.19,2.31,0.33
110,1960,2.2,47.3,26,35.5,13.7,15,6.7,9.86,7.84,1.58,0.44
110,1965,2,48.5,26.7,35.4,13.3,14.1,6.1,9.78,7.84,1.54,0.4
110,1970,1.8,50,27.5,35.8,13.3,12.5,5.1,9.66,7.83,1.48,0.35
110,1975,1.9,48.6,26.7,35.7,13,13.8,5.3,9.75,7.85,1.53,0.38
110,1980,1.7,45.7,25.1,37.6,12.9,15,5.8,9.95,7.92,1.61,0.42
110,1985,2,42.6,23.4,39.1,13.7,16.4,6.4,10.12,7.96,1.71,0.45
110,1990,0,47.9,26.3,36.2,29.7,15.9,5.8,10.42,8.03,1.95,0.43
111,1960,0,86.8,49.5,9.1,0.8,4.1,1.8,7.71,7.32,0.27,0.12
111,1965,0,80.7,46,14.7,1.7,4.6,1.8,7.95,7.44,0.38,0.13
111,1970,0.5,65.8,37.5,28,4,5.7,2.1,8.49,7.68,0.65,0.16
111,1975,1.1,62.1,35.4,29.7,14.2,7.1,2.6,8.76,7.7,0.87,0.19
111,1980,1,48.4,27.6,41.1,26.3,9.4,3.3,9.52,7.97,1.29,0.25
111,1985,1,55.2,31.5,33.8,17.2,10,3.7,9.18,7.84,1.07,0.27
111,1990,0,51.1,29.1,37.2,16.9,11.7,3.9,9.48,8.01,1.16,0.31
112,1960,0.1,91,52.2,8,0.8,1,0.2,4.46,4.03,0.41,0.02
112,1965,0.2,86.1,48.9,11.9,2.5,1.8,0.3,4.78,4.06,0.68,0.04
112,1970,0.4,81.6,45.2,16.5,3.8,1.6,0,4.99,4.07,0.89,0.03
112,1975,0.8,75.4,39.3,20.2,5.4,3.8,0.5,5.4,4.07,1.24,0.09
112,1980,1,71.9,31.4,20,8.8,7.1,1.7,5.68,3.94,1.56,0.18
112,1985,0.9,66.4,29.8,23.3,6.2,9.4,2.5,6.05,4.04,1.77,0.24
112,1990,1.4,61.3,27.7,24.8,7,12.4,3.2,6.47,4.09,2.07,0.31
113,1960,0.4,83.3,47.5,15,4.9,1.3,0.5,7.84,7.36,0.45,0.03
113,1965,0.3,81.7,46.6,16.7,5.7,1.4,0.5,7.94,7.4,0.5,0.04
113,1970,0.3,80.9,46.1,17.1,6.3,1.7,0.5,7.99,7.41,0.54,0.04
113,1975,0.7,78.3,44.6,18.3,6.5,2.7,0.5,8.09,7.42,0.6,0.06
113,1980,0.2,74.9,42.7,21.3,6.6,3.6,0.8,8.32,7.53,0.7,0.09
113,1985,1.5,70,39.9,24.6,7.7,3.9,0.7,8.4,7.51,0.8,0.09
113,1990,2.5,65.5,37.4,25.9,8.7,6.1,1.7,8.6,7.51,0.94,0.16
114,1960,30,64.9,43.2,4.1,0.7,1,0.7,3.78,3.55,0.2,0.03
114,1965,27.1,64.4,43.3,7,1.5,1.4,0.8,4.13,3.74,0.34,0.05
114,1970,24.7,63.2,37.8,10.1,3.1,2.1,1.3,4.35,3.76,0.52,0.07
114,1975,22.6,60.7,44,13.6,5,3.1,1.8,4.99,4.14,0.74,0.1
114,1980,14.6,55.9,40.7,23.3,15.2,6.2,4.8,6.41,4.66,1.52,0.22
114,1985,13.6,52.3,28.7,26.5,12.1,7.6,5.5,6.36,4.48,1.62,0.26
114,1990,7.4,54,26.5,29.3,12.1,9.3,6.8,6.86,4.73,1.8,0.32
115,1960,3.9,87.4,44.9,7.4,1.7,1.3,0.9,6.33,5.99,0.29,0.04
115,1965,3.2,84.8,51,10.4,2.3,1.7,0.8,6.85,6.4,0.4,0.05
115,1970,1.4,71.5,59.4,22.1,7.3,5.1,4.1,8.53,7.41,0.94,0.18
115,1975,1.9,69.8,52.4,22.6,7.6,5.8,4.4,8.35,7.16,0.99,0.21
115,1980,1.5,67.1,56.7,25.9,9.1,5.3,4,8.72,7.45,1.08,0.19
115,1985,2,63.8,47.9,28.2,9.1,6.1,4.7,8.61,7.21,1.18,0.22
115,1990,1.4,59.5,34.8,31.3,9.9,7.8,6.3,8.53,6.9,1.35,0.28
116,1960,1,80.6,45.9,16.7,4.6,1.8,0.7,5.76,4.9,0.81,0.05
116,1965,1,75,42.8,22,5.8,2,0.7,6.06,4.97,1.03,0.06
116,1970,1,68.4,39,28.3,7.7,2.4,0.8,6.44,5.06,1.32,0.06
116,1975,1.5,62.8,35.8,32.3,9.7,3.4,0.9,6.78,5.1,1.59,0.09
116,1980,1.5,58.1,33.1,35.1,10.8,5.3,1.4,7.15,5.16,1.86,0.13
116,1985,1.5,53.5,30.5,37.4,11.7,7.6,2.2,7.54,5.22,2.12,0.2
116,1990,1.5,50.1,28.6,38.1,12.7,10.3,3.2,7.9,5.26,2.37,0.27
117,1960,4.4,58.9,33.6,33.7,12.7,2.9,1.2,6.63,4.98,1.57,0.08
117,1965,4,57.9,33,34.9,12.1,3.2,1.2,6.71,5.01,1.61,0.09
117,1970,3.6,54.8,31.3,37.8,12.5,3.8,1.3,6.92,5.08,1.74,0.1
117,1975,4.2,49.7,28.3,41.4,13.3,4.8,1.6,7.16,5.11,1.93,0.13
117,1980,2.7,46.6,26.6,44.6,14.4,6,1.9,7.53,5.24,2.13,0.16
117,1985,3.5,42,23.9,47.1,15.5,7.4,2.5,7.77,5.25,2.32,0.2
117,1990,4.5,37.5,21.4,47.7,15.8,10.3,3,8.03,5.25,2.52,0.27
118,1960,12.3,72.3,42.6,14.5,4.4,0.8,0.2,4.38,3.64,0.72,0.02
118,1965,11.1,71,42.8,16.5,5,1.4,0.3,4.64,3.74,0.86,0.03
118,1970,7.4,69.8,46.4,21.5,6.9,1.3,0,5.17,4.05,1.09,0.03
118,1975,6.7,66.8,35.1,23.6,7.5,2.9,0.6,5.26,3.87,1.32,0.07
118,1980,19.2,42.7,20.5,35.7,12.6,2.4,0.2,5.43,3.48,1.89,0.05
118,1985,17.7,41.1,19.1,36.8,11.7,4.5,1,5.72,3.57,2.05,0.11
118,1990,16.3,39.6,18.1,37.3,12,6.8,1.9,6.09,3.65,2.27,0.17
121,1960,2,87,49.6,10.6,2.1,0.3,0,5.17,4.76,0.4,0.01
121,1965,2.3,81.5,46.5,15.1,2.5,1.2,0.1,5.44,4.81,0.6,0.03
121,1970,2.6,41.9,23.9,51.1,9.6,4.4,1.4,7.5,5.3,2.08,0.12
121,1975,3,38.9,22.2,52.4,11.6,5.7,1.8,7.73,5.32,2.26,0.15
121,1980,3.5,35.7,20.4,53.1,13.6,7.7,2.4,7.99,5.33,2.46,0.2
121,1985,3.8,32.8,18.7,53.7,15,9.7,3.2,8.25,5.35,2.64,0.26
121,1990,3.5,31.8,18.2,52.5,16.2,12.3,4.1,8.5,5.38,2.79,0.33
122,1960,2,83.7,47.8,13.9,3.7,0.3,0,5.36,4.8,0.55,0.01
122,1965,1.9,79,45,18.2,5,1,0.1,5.64,4.87,0.75,0.02
122,1970,0.7,73.9,42.2,20.9,5.7,4.5,1.1,6.18,5.01,1.07,0.11
122,1975,1.8,67.5,38.5,24.4,7.1,6.2,1.5,6.49,5.02,1.32,0.15
122,1980,1.7,60.4,34.5,29.3,8.9,8.5,2,6.98,5.11,1.66,0.21
122,1985,2.2,55.1,31.4,32.3,10,10.4,2.5,7.31,5.16,1.89,0.26
122,1990,1.8,51.4,29.3,33,10.6,13.7,3,7.69,5.23,2.13,0.33
123,1960,8.6,70.4,33.7,19,9.1,2,1.1,6.55,5.84,0.64,0.06
123,1965,8.7,67.8,35.1,20.4,6.2,3.1,1.5,6.74,6,0.66,0.09
123,1970,5.3,67.8,45.7,22.6,6.7,4.3,2.4,7.58,6.69,0.76,0.13
123,1975,5.9,63.2,41.9,24.9,7.1,6.1,3.3,7.75,6.68,0.88,0.19
123,1980,2.9,57.6,45.7,35.8,11.6,3.6,1.1,8.48,7.29,1.09,0.1
123,1985,3.1,53.9,38.5,37.5,12.5,5.6,3.3,8.54,7.14,1.22,0.18
123,1990,1.7,47.4,41.6,44.9,15.1,5.9,3.3,9.25,7.63,1.44,0.19
124,1960,54.4,43,16.1,2.2,0.3,0.4,0,1.44,1.29,0.14,0.01
124,1965,48.1,47.5,31,3.7,0.7,0.7,0.1,2.01,1.74,0.25,0.02
124,1970,45.3,48.2,30.6,5.7,1.1,0.8,0,2.22,1.84,0.36,0.02
124,1975,42.3,48.7,24.1,7.3,1.7,1.7,0.2,2.37,1.82,0.52,0.04
124,1980,26.8,55.8,26.2,14.9,5.1,2.5,0.5,3.42,2.34,1.02,0.06
124,1985,26.9,53.3,24.5,16.2,5,3.7,0.8,3.6,2.35,1.17,0.09
124,1990,24.8,52.3,23.8,17,5.1,5.8,1.1,3.94,2.44,1.36,0.14
125,1960,14.7,81.4,50.8,2,0.2,1.8,0.8,3.8,3.5,0.25,0.05
125,1965,14.8,79.5,54.6,3.8,0.6,1.9,0.8,4.05,3.64,0.37,0.05
125,1970,15,76.9,63.9,5.8,2,2.2,0.8,4.5,3.92,0.52,0.06
125,1975,14,72.3,47.4,10.3,1.5,3.4,0.9,4.63,3.68,0.87,0.09
125,1980,14.7,55,33.1,23.5,9.8,6.8,2.2,5.88,3.72,1.98,0.18
125,1985,5.9,63.3,27.3,25.6,11.1,5.2,1,5.94,3.8,2.01,0.12
125,1990,5.5,57.3,32.7,28.6,8.1,8.5,2.2,6.71,4.11,2.39,0.21
126,1960,0.5,52.8,26.4,40.6,18.3,6.1,2.6,7.74,5.18,2.38,0.18
126,1965,0.9,49.4,19.6,43.6,21,6.1,2.4,7.79,5.05,2.57,0.17
126,1970,1,47.8,8.9,44.6,27.6,6.6,2.2,7.86,4.77,2.91,0.18
126,1975,1.5,43.6,14.5,44.7,31.9,10.2,3.8,8.65,5.04,3.33,0.28
126,1980,1.3,38.4,15.6,45.9,36,14.3,5.4,9.45,5.23,3.82,0.39
126,1985,2,35.8,15.5,46.1,26.3,16.1,6.1,9.27,5.27,3.56,0.44
126,1990,1.6,34.5,15.4,46.3,22.8,17.6,6.9,9.36,5.33,3.54,0.49
127,1960,0.2,70.7,40.3,21.7,8.4,7.4,3.4,6.64,5.08,1.35,0.22
127,1965,0.2,69.7,39.7,23.2,9.2,7,3.1,6.68,5.09,1.39,0.2
127,1970,5.5,62.6,35.7,25.1,11,6.8,3,6.56,4.86,1.49,0.2
127,1975,6.9,59.4,33.8,26.8,13.7,7,2.9,6.65,4.82,1.63,0.2
127,1980,4,29.3,16.7,60.4,45.5,6.3,2.5,9.11,5.38,3.56,0.18
127,1985,5.8,28.2,16.1,58.9,33.3,7.1,2.7,8.68,5.29,3.19,0.2
127,1990,6.8,26.6,15.1,58.4,28.7,8.2,3.1,8.59,5.25,3.11,0.23
128,1960,75.4,21.8,13.7,2.6,0.7,0.2,0,1.14,1.03,0.11,0
128,1965,73.6,22.5,16.8,3.5,1,0.3,0.1,1.34,1.18,0.16,0.01
128,1970,64.6,29.9,16.8,4.9,1.1,0.6,0.1,1.67,1.44,0.21,0.01
128,1975,62.1,29.7,14.8,7.6,1.9,0.5,0,1.85,1.52,0.32,0.01
128,1980,55.3,33.6,15.8,9.6,2.7,1.5,0.5,2.29,1.79,0.46,0.04
128,1985,48.5,38.5,17.7,10.8,2.9,2.2,0.6,2.66,2.05,0.55,0.06
128,1990,40.7,43.9,20,12.1,3.2,3.3,0.9,3.11,2.37,0.66,0.08
129,1960,2,63.9,59.5,33.2,2.7,1,0.3,7.86,6.71,1.13,0.03
129,1965,1.8,61.5,39.5,35.2,5.8,1.5,0.4,7.46,6.1,1.32,0.04
129,1970,1.7,55.5,29.3,37.1,8.2,5.7,2.2,7.83,5.97,1.7,0.16
129,1975,1.7,51.8,25,39.6,10,6.9,2.7,8.04,5.94,1.9,0.19
129,1980,1.7,48.4,22.5,42.3,11.5,7.5,2.9,8.25,5.97,2.07,0.21
129,1985,1.8,45.2,20.7,44.1,12.8,8.8,3.2,8.49,6.01,2.24,0.24
129,1990,1.9,42.9,19.5,44.5,13.9,10.7,3.8,8.73,6.05,2.39,0.29
130,1960,30.2,64,7.1,5.2,1.3,0.6,0.2,3.48,3.31,0.15,0.02
130,1965,28.5,62.6,25.4,7.5,1.5,1.4,0.5,4.5,4.23,0.24,0.04
130,1970,26.8,60.1,27.6,11.3,1.8,1.9,0.4,4.94,4.56,0.34,0.05
130,1975,26.4,54.4,17,15.7,3.3,3.6,1.4,5.02,4.4,0.52,0.1
130,1980,19.6,57.4,17.1,18.9,4.5,4.1,1.7,5.56,4.82,0.63,0.12
130,1985,20,52.2,15.3,22.3,6.1,5.5,3.2,5.89,4.92,0.79,0.17
130,1990,20.2,47.7,13.8,25.4,7.4,6.7,4.3,6.18,5.03,0.93,0.22
131,1960,0,31.8,17.5,65.9,26.1,2.3,0.8,9.18,6.5,2.61,0.06
131,1965,0.8,32.6,18,63.6,24.6,3,0.9,9.06,6.43,2.55,0.08
131,1970,0.7,24.1,13.3,65.5,24.5,9.6,3.9,9.78,6.57,2.94,0.27
131,1975,2.9,21.4,11.8,65,24,10.7,4,9.72,6.46,2.97,0.29
131,1980,0.9,23.1,12.7,63.8,23.8,12.2,4.4,9.91,6.57,3,0.33
131,1985,1.9,21,11.6,63.4,23.4,13.8,5.1,9.98,6.54,3.06,0.38
131,1990,1.9,20.7,11.4,61,23,16.4,5.8,10.09,6.54,3.11,0.44
132,1960,23.5,66.4,14.8,6,1.2,4.1,2.7,4.5,4.06,0.31,0.14
132,1965,24.5,64.3,11.2,8,1.6,3.3,2.1,4.35,3.92,0.32,0.11
132,1970,25.4,60.4,20,11.5,1.8,2.7,1.7,4.81,4.35,0.37,0.09
132,1975,19.1,57,19.7,21.6,7.3,2.4,1.4,5.73,4.99,0.67,0.08
132,1980,15.5,51.7,20.6,30.5,6.9,2.3,1.3,6.43,5.52,0.84,0.07
132,1985,10.4,50.1,22.3,36.3,12.9,3.2,1.8,7.26,6.05,1.11,0.1
132,1990,8.8,49,20.1,38.2,15,4,1.8,7.47,6.14,1.22,0.12
133,1960,0,34.2,19.5,63.7,18.7,2.1,0.4,9.62,7.41,2.16,0.05
133,1965,0.7,32.4,18.5,64,18,2.9,0.7,9.65,7.39,2.19,0.07
133,1970,2.8,29.2,16.6,63.8,17.7,4.2,0.9,9.63,7.28,2.25,0.1
133,1975,0.7,18.5,10.5,62.5,16.8,18.3,5.8,11,7.62,2.9,0.48
133,1980,1,10,5.7,62.3,16.5,26.7,8.9,11.77,7.75,3.3,0.71
133,1985,0.9,10.6,6.1,61.7,15.8,26.8,8.7,11.74,7.75,3.28,0.71
133,1990,0,34.9,19.9,33.6,12,31.5,9.9,10.94,7.4,2.71,0.83
134,1960,84,11.2,2.4,4.8,1,0,0,0.84,0.7,0.14,0
134,1965,80,15.7,2.5,4.3,0.7,0,0,0.93,0.8,0.12,0
134,1970,81.9,14.4,0.7,3.8,0.4,0,0,0.78,0.68,0.1,0
134,1975,78.1,17.6,6.1,4.4,0.3,0,0,1.09,0.98,0.12,0
134,1980,77.1,18,8.9,4.8,0.1,0.1,0,1.22,1.1,0.12,0
134,1985,71.1,23.3,10.5,5.3,0.7,0.2,0,1.51,1.34,0.16,0.01
134,1990,65.2,28.6,14.1,5.8,1.4,0.3,0.1,1.85,1.65,0.2,0.01
140,1960,98.8,1.1,0.4,0.1,0,0,0,0.05,0.05,0,0
