"SHCODE","YEA","N0F25","PRIF25","PRICF25","SECF25","SECCF25","HIGHF25","HIGHCF25","TYRF25","PYRF25","SYRF25","HYRF25"
108,1980,0.8,60.8,32.1,32.7,11.2,5.8,4,7.81,5.95,1.67,0.2
108,1985,0.9,56.4,27.3,34.9,12.5,7.8,5.4,8.07,5.92,1.89,0.26
108,1990,1.1,52.1,24.2,36.8,13.6,10.1,7,8.41,5.95,2.12,0.34
109,1960,42.4,48.1,24.4,9,4.2,0.5,0.3,3.19,2.74,0.42,0.02
109,1965,36.2,52.9,21.7,10.4,4.8,0.5,0.3,3.39,2.89,0.48,0.02
109,1970,31.6,54.5,20.2,13.4,6.2,0.5,0.3,3.71,3.07,0.62,0.02
109,1975,21,53,18.8,20,9.3,6,3.6,5.14,3.71,1.24,0.19
109,1980,20.3,51.2,17.8,23.2,10.7,5.4,3.3,5.3,3.78,1.34,0.17
109,1985,10,48,16.6,30,13.9,12,7.2,6.88,4.46,2.04,0.38
109,1990,9.6,42.8,14.8,36.3,16.8,11.3,6.8,7.22,4.58,2.27,0.36
110,1960,0,51.1,29.1,32.2,13.6,16.7,7.8,10.08,8.01,1.58,0.49
110,1965,0.7,52.5,29.9,31.1,13.1,15.7,7.3,9.89,7.92,1.51,0.46
110,1970,2.4,52.2,29.7,30.4,12.8,15,7,9.68,7.77,1.46,0.44
110,1975,2.1,52.7,30,30.4,12.8,14.8,6.9,9.68,7.79,1.46,0.43
110,1980,1.9,51.9,29.6,30.1,12.7,16.1,7.5,9.8,7.83,1.5,0.47
110,1985,2,50.1,28.6,30.5,12.9,17.4,8.1,9.92,7.85,1.56,0.51
110,1990,0,44.3,25.3,36.2,32.6,19.5,9.1,10.87,8.14,2.16,0.57
111,1960,0,88.9,50.7,7.3,2,3.8,1.9,7.65,7.28,0.25,0.11
111,1965,0,83.6,47.7,12.3,3,4.2,2.1,7.86,7.38,0.35,0.13
111,1970,0.5,68.7,39.2,25.5,5.3,5.3,2.7,8.41,7.63,0.62,0.16
111,1975,1.1,64.1,36.5,28.3,17.3,6.4,3.3,8.73,7.66,0.88,0.2
111,1980,1,51.2,29.2,37.4,28.5,10.4,5.3,9.54,7.92,1.3,0.31
111,1985,1,57,32.5,30.3,19.3,11.7,6,9.26,7.81,1.1,0.35
111,1990,0,51.4,29.3,35.3,19.6,13.3,6.8,9.63,8.01,1.22,0.4
112,1960,0.1,90.9,52.2,8,2.6,1,0.4,4.52,4.03,0.47,0.03
112,1965,0.1,88.2,50.1,10.2,4.2,1.5,0.6,4.72,4.04,0.64,0.04
112,1970,0.6,85.4,47.3,12.3,5.1,1.8,0.7,4.84,4.02,0.77,0.05
112,1975,0.9,80.2,41.8,15.5,6.7,3.4,1.3,5.15,4,1.06,0.09
112,1980,1,73.6,32.6,17.8,7.4,7.6,2.9,5.6,3.92,1.47,0.21
112,1985,1.1,67.5,30.3,21.6,8.8,9.8,3.7,6.1,4.01,1.81,0.27
112,1990,1.6,61.4,27.7,24.9,10,12.1,4.6,6.56,4.08,2.15,0.33
113,1960,0.4,86.2,49.2,12,5.1,1.5,0.7,7.76,7.31,0.4,0.04
113,1965,0.3,83.3,47.5,14.8,6.3,1.6,0.8,7.9,7.37,0.49,0.05
113,1970,0.3,81,46.2,16.9,7.1,1.9,0.9,8.03,7.42,0.56,0.06
113,1975,0.7,80.3,45.8,16,6.8,3,1.4,8.05,7.38,0.58,0.09
113,1980,0.2,77.6,44.3,18.1,7.6,4.1,1.9,8.28,7.48,0.68,0.12
113,1985,1.5,73.6,42,20.4,8.6,4.5,2.1,8.33,7.44,0.76,0.13
113,1990,2.2,71.3,40.7,19.6,8.3,6.9,3.2,8.45,7.42,0.83,0.2
114,1960,32,60.6,28.8,6.3,2.8,1.1,1.1,3.51,3.13,0.34,0.04
114,1965,28.1,63.2,42.5,7.5,3.7,1.2,1.2,4.15,3.69,0.41,0.05
114,1970,23.7,64.9,38.8,9.4,5.2,2,2,4.43,3.79,0.56,0.08
114,1975,21.5,64.4,46.6,11.4,7.3,2.7,2.7,5.01,4.18,0.72,0.11
114,1980,17.7,60.1,41.7,17.3,13.1,4.9,4.8,5.79,4.39,1.21,0.19
114,1985,16.2,57.8,31.7,20.1,12.8,5.9,5.8,5.82,4.25,1.34,0.23
114,1990,8.8,61,29.9,22.6,12.5,7.7,7.5,6.36,4.54,1.51,0.3
115,1960,4.3,88.6,45.5,5.7,2.3,1.4,1.3,6.2,5.93,0.22,0.05
115,1965,3.6,88.1,53,6.8,2.7,1.6,1.5,6.63,6.32,0.25,0.06
115,1970,1.6,77.1,62.3,16.6,6.7,4.8,4.6,8.13,7.29,0.66,0.19
115,1975,1.6,74.1,55.6,19.1,7.7,5.2,5,8.08,7.13,0.75,0.2
115,1980,1.7,73.6,61.5,19.6,7.9,5,4.8,8.32,7.37,0.75,0.2
115,1985,2.2,71.4,53.5,20.4,8.2,5.8,5.6,8.13,7.1,0.81,0.23
115,1990,1.6,68.6,39.8,21.1,8.5,8.7,8.3,8,6.72,0.94,0.34
116,1960,1,85.7,48.9,11.7,4.9,1.6,0.7,5.54,4.84,0.66,0.05
116,1965,1,82.9,47.3,14.3,6,1.8,0.8,5.72,4.87,0.8,0.05
116,1970,1,78.5,44.8,18.3,7.7,2.2,1,6,4.93,1.01,0.06
116,1975,1,73.3,41.8,23,9.7,2.6,1.2,6.33,4.99,1.26,0.08
116,1980,1.5,66.4,37.9,28.2,11.9,3.9,1.8,6.76,5.05,1.59,0.11
116,1985,1.6,61.3,35,30.8,13,6.3,2.9,7.18,5.11,1.88,0.18
116,1990,1.5,56.3,32.1,33.3,14.1,8.9,4.2,7.63,5.18,2.18,0.26
117,1960,4.4,59.5,33.9,32.8,13.8,3.3,1.6,6.67,4.97,1.6,0.1
117,1965,4,61.5,35.1,31,13.1,3.5,1.6,6.6,4.97,1.53,0.1
117,1970,3.6,62.2,35.5,30.6,12.9,3.6,1.7,6.61,4.98,1.52,0.11
117,1975,3.6,60.5,34.5,31.6,13.3,4.3,2,6.74,5,1.61,0.13
117,1980,2.7,47.6,27.1,43.2,18.2,6.5,3,7.65,5.22,2.23,0.19
117,1985,3.4,43.2,24.6,45.5,19.2,7.9,3.7,7.89,5.24,2.42,0.23
117,1990,4.2,38.7,22.1,47.6,20.1,9.5,4.4,8.13,5.25,2.6,0.28
118,1960,15.2,72,42.4,11.9,4.5,1,0.5,4.2,3.5,0.66,0.03
118,1965,13.4,73,44,12.4,5,1.3,0.6,4.37,3.61,0.73,0.04
118,1970,8.8,74.8,47.5,14.9,6.1,1.5,0.7,4.79,3.88,0.87,0.04
118,1975,7.8,73.1,38.4,16.4,6.9,2.8,1.3,4.88,3.74,1.05,0.08
118,1980,23.2,48.8,23.5,25.1,9.8,2.9,1.4,4.77,3.21,1.48,0.09
118,1985,20.8,47.5,22,26.7,10.4,5.1,2.4,5.2,3.33,1.73,0.15
118,1990,18.6,45.5,20.8,28.8,11.2,7.2,3.4,5.67,3.46,2,0.21
120,1960,22.5,62,21.4,14.7,6.8,0.9,0.5,5.19,4.58,0.58,0.03
120,1965,23.2,62.1,10.7,13.8,6.4,1,0.6,4.68,4.1,0.55,0.03
120,1970,23.4,61.7,17,13.6,6.3,1.3,0.8,4.95,4.35,0.56,0.04
120,1975,23.2,60.9,19.3,14.2,6.6,1.7,1,5.15,4.49,0.61,0.05
120,1980,22.6,56.8,18.9,18.9,8.7,1.8,1.1,5.53,4.69,0.78,0.06
120,1985,21.2,52.2,17.7,24.9,11.5,1.8,1.1,5.99,4.93,1,0.06
120,1990,20.8,48.8,16.7,28.4,13.2,1.9,1.2,6.25,5.05,1.14,0.06
121,1960,2,88,50.2,9.6,2.1,0.4,0.2,5.13,4.75,0.38,0.01
121,1965,1.8,84.5,48.2,12.5,3.8,1.1,0.5,5.4,4.8,0.56,0.03
121,1970,1.7,50.8,29,42.7,8.7,4.8,2.2,7.21,5.24,1.83,0.14
121,1975,2.1,49.8,28.4,42.4,11.3,5.7,2.7,7.35,5.23,1.95,0.17
121,1980,2.5,47.3,26.9,43.1,13.3,7.2,3.3,7.57,5.24,2.12,0.21
121,1985,2.9,43.2,24.6,44.6,14.9,9.3,4.3,7.89,5.27,2.34,0.27
121,1990,3.5,39,22.3,45.9,16.2,11.5,5.4,8.18,5.28,2.55,0.34
122,1960,2,84.8,48.4,12.8,5.4,0.4,0.1,5.37,4.79,0.57,0.01
122,1965,1.8,81.8,46.7,15.6,6.6,0.8,0.3,5.57,4.84,0.71,0.02
122,1970,0.6,77,43.9,17.7,7.5,4.7,1.5,6.13,4.97,1.04,0.12
122,1975,1.6,71.8,40.9,20.4,8.6,6.2,2,6.38,4.98,1.24,0.16
122,1980,1.6,65.7,37.5,23.8,10,8.8,2.8,6.83,5.05,1.54,0.23
122,1985,2.2,59.9,34.2,27.2,11.5,10.6,3.4,7.17,5.09,1.8,0.28
122,1990,2,55,31.3,30.3,12.8,12.7,4.1,7.56,5.17,2.05,0.33
123,1960,10.9,73.4,35.1,13.9,8.5,1.8,1.6,6.18,5.6,0.52,0.07
123,1965,11,72.6,37.6,14,5.6,2.5,2.2,6.31,5.73,0.49,0.09
123,1970,7,71.8,43.9,17,6.9,4.2,3.6,7.13,6.32,0.65,0.16
123,1975,7.4,68.7,45.6,18.4,7.4,5.5,4.8,7.43,6.49,0.74,0.2
123,1980,3.7,62.3,47.5,29.6,11.9,4.4,3.8,8.28,7.11,1.01,0.16
123,1985,3.9,58.7,41.9,30.9,12.5,6.5,5.7,8.39,7.02,1.13,0.24
123,1990,2,47.4,40.6,43.5,17.5,7,6.1,9.32,7.56,1.5,0.26
124,1960,52.5,44.5,16.7,2.6,1.1,0.4,0.1,1.53,1.34,0.18,0.01
124,1965,52.4,43.8,28.6,3.1,1.3,0.6,0.2,1.84,1.6,0.23,0.02
124,1970,52.4,41.6,23.2,5.1,2.2,0.9,0.3,1.92,1.54,0.36,0.02
124,1975,46,46.5,23,5.8,2.5,1.6,0.5,2.19,1.69,0.45,0.04
124,1980,33.4,55.1,25.9,9.3,3.9,2.2,0.7,2.84,2.08,0.7,0.06
124,1985,31.6,54.9,25.2,10.3,4.4,3.2,1.1,3.06,2.14,0.83,0.09
124,1990,29.2,56,25.5,10.4,4.4,4.5,1.5,3.26,2.22,0.92,0.12
125,1960,10,84,52.4,3.7,1.4,2.2,1,4.16,3.7,0.39,0.06
125,1965,14.3,79.5,54.6,3.9,1.5,2.2,1,4.12,3.66,0.4,0.06
125,1970,17.5,75.7,63.1,4.5,1.8,2.2,1,4.31,3.81,0.44,0.06
125,1975,17.3,74.3,48.7,5.9,2.4,2.5,1.2,4.12,3.49,0.55,0.07
125,1980,17.2,66,39.7,11.3,4.1,5.5,2.6,4.75,3.48,1.1,0.16
125,1985,7.3,71.8,29.8,15.1,6.6,5.8,2.7,5.13,3.59,1.38,0.17
125,1990,6.4,66,37.6,18.9,7.9,8.8,4.1,6.05,3.97,1.83,0.26
126,1960,0,59.3,29.7,33.5,17.3,7.2,3.4,7.53,5.11,2.2,0.21
126,1965,0.1,59.9,23.7,32.9,19.4,7.2,3.3,7.38,4.91,2.26,0.21
126,1970,1,57.4,8.6,34,23.5,7.6,3.5,7.19,4.48,2.49,0.22
126,1975,1.5,51.7,17.2,36.2,28.5,10.6,5,8.16,4.88,2.97,0.31
126,1980,1.5,42.1,17.1,42.3,34.2,14.1,6.6,9.2,5.16,3.62,0.41
126,1985,2,39.8,17.3,42.2,28.2,16,7.5,9.19,5.2,3.51,0.47
126,1990,1.8,37.6,16.7,42.7,24.5,18,8.4,9.31,5.27,3.52,0.53
127,1960,0.2,72,41.1,21,9.2,6.8,3.2,6.57,5.06,1.32,0.2
127,1965,0.2,73.1,41.7,20.5,9.8,6.3,2.9,6.52,5.05,1.29,0.18
127,1970,5.6,67.6,38.6,20.9,11.2,5.9,2.8,6.28,4.79,1.32,0.17
127,1975,4.9,66.8,38.1,22.5,13.9,5.8,2.7,6.46,4.84,1.44,0.17
127,1980,4,33.7,19.2,56.1,41.1,6.2,2.9,8.8,5.33,3.29,0.18
127,1985,5.8,32.9,18.8,54.5,33.7,6.7,3.1,8.47,5.23,3.05,0.2
127,1990,6.8,32.7,18.6,53,28.7,7.6,3.5,8.3,5.17,2.9,0.22
128,1960,78.7,18,11.6,3.2,1.4,0.1,0.1,1.06,0.91,0.15,0
128,1965,76.8,19.7,14.4,3.2,1.4,0.3,0.1,1.19,1.03,0.15,0.01
128,1970,75.2,20.8,11.7,3.4,1.4,0.6,0.3,1.21,1.01,0.18,0.02
128,1975,73.8,21,10.4,4.5,1.9,0.6,0.3,1.29,1.04,0.23,0.02
128,1980,68.3,24.5,11.5,5.7,2.4,1.5,0.7,1.64,1.26,0.33,0.04
128,1985,58.3,32.9,15.1,7,3,1.8,0.8,2.1,1.64,0.41,0.05
128,1990,50.1,39.1,17.8,8,3.4,2.7,1.3,2.55,1.96,0.51,0.08
129,1960,2,69.6,64.8,27.3,2.8,1.1,0.5,7.69,6.69,0.97,0.03
129,1965,1.8,67.5,43.4,29.3,5.8,1.4,0.6,7.21,6.03,1.14,0.04
129,1970,1.6,59.9,31.6,31.9,8.4,6.6,3.1,7.7,5.9,1.6,0.19
129,1975,1.4,56.5,27.3,34,10.4,8,3.7,7.92,5.88,1.81,0.23
129,1980,1.3,54.1,25.1,36,12,8.6,4,8.11,5.9,1.96,0.25
129,1985,1.4,50.5,23.1,38.9,13.7,9.3,4.3,8.35,5.95,2.13,0.27
129,1990,1.4,46.5,21.1,41.5,15.1,10.6,4.9,8.66,6.01,2.33,0.31
130,1960,33.3,56.7,24.4,9.5,3.8,0.6,0.5,4.37,4.05,0.29,0.02
130,1965,34.5,55.6,22.6,8.8,3.5,1.2,1.1,4.27,3.92,0.3,0.05
130,1970,33.8,55.4,19.2,8.8,3.5,2.1,1.8,4.27,3.86,0.33,0.08
130,1975,31.5,55,17.1,10.1,4.1,3.5,3,4.52,3.97,0.42,0.13
130,1980,23.3,56.1,16.7,15.8,6.4,4.8,4.2,5.38,4.56,0.64,0.18
130,1985,23.3,50.3,14.7,19.7,7.9,6.7,5.9,5.79,4.72,0.82,0.25
130,1990,23.2,44.6,13,24.1,9.7,8.1,7,6.17,4.87,1,0.3
131,1960,0,37.6,21.5,59.9,25.3,2.5,1.2,8.93,6.43,2.43,0.07
131,1965,1,38.7,22.1,57.3,24.2,3,1.4,8.79,6.35,2.35,0.09
131,1970,0.9,30.1,17.2,59,24.9,10,4.7,9.55,6.48,2.77,0.29
131,1975,3.4,29.7,16.9,56.8,24,10.2,4.8,9.31,6.32,2.69,0.3
131,1980,1.1,31,17.7,56.4,23.8,11.5,5.4,9.54,6.46,2.74,0.34
131,1985,2.2,28.3,16.1,56.3,23.8,13.2,6.2,9.64,6.42,2.83,0.39
131,1990,2.3,27.1,15.4,55.6,23.5,15,7,9.76,6.43,2.89,0.44
132,1960,29.6,57.6,12.9,7.7,2.2,5,3.3,4.41,3.84,0.4,0.17
132,1965,31.3,57.8,10.1,7,2,3.9,2.6,4.05,3.59,0.34,0.13
132,1970,32.4,57.2,18.9,7.3,2.1,3,2,4.29,3.87,0.31,0.1
132,1975,27,62.5,17.1,8,2.4,2.5,1.6,4.41,4.02,0.31,0.08
132,1980,20.9,65.3,26.1,11.4,4.6,2.3,1.5,5.25,4.76,0.41,0.08
132,1985,14.8,59.9,24.9,21.9,10.2,3.4,2.2,6.31,5.42,0.78,0.11
132,1990,11.7,53.5,21.9,31.5,16,3.2,2.1,6.98,5.8,1.08,0.11
133,1960,0,38.9,22.2,59,19.8,2,0.8,9.46,7.33,2.07,0.06
133,1965,0.9,40.3,23,55.9,18.6,2.9,1.1,9.32,7.24,2.01,0.08
133,1970,3.6,35.9,20.5,56.7,18.7,3.9,1.4,9.28,7.1,2.08,0.11
133,1975,1,24.8,14.1,57.8,18.7,16.4,6,10.68,7.49,2.73,0.45
133,1980,1.2,13.8,7.9,57.4,18.1,27.6,10.2,11.69,7.67,3.27,0.76
133,1985,1,14.7,8.4,57.6,17.6,26.7,9.8,11.61,7.66,3.21,0.73
133,1990,0,39.5,22.5,27.6,8,32.9,12.1,10.76,7.32,2.54,0.9
134,1960,81.4,16.3,3.5,2.3,0.5,0,0,0.8,0.73,0.07,0
134,1965,80,18.1,2.9,1.9,0.3,0,0,0.8,0.74,0.05,0
134,1970,89.5,9.7,0.2,0.8,0.1,0,0,0.37,0.35,0.02,0
134,1975,80.3,18.1,6.3,1.6,0.1,0,0,0.87,0.83,0.04,0
134,1980,87.3,10.8,3.6,1.8,0,0,0,0.58,0.54,0.05,0
134,1985,82.3,14.9,6.7,2.5,0.5,0.2,0.1,0.9,0.81,0.08,0.01
134,1990,77.6,18.8,9.3,3.2,1.1,0.3,0.2,1.19,1.05,0.12,0.01
140,1960,99.1,0.8,0.3,0.1,0,0,0,0.04,0.04,0,0
140,1965,98.5,1.4,0.2,0.1,0,0,0,0.06,0.05,0,0
140,1970,96.7,3.2,1.3,0.1,0,0,0,0.15,0.14,0.01,0
140,1975,95.3,4,0.9,0.7,0.4,0.1,0.1,0.24,0.19,0.04,0
140,1980,88.3,9.7,4.5,1.5,1,0.6,0.4,0.68,0.55,0.11,0.02
140,1985,79.4,9.4,3,5.9,4.3,5.2,3.1,1.82,1.04,0.62,0.17
140,1990,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5.3,3.2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.17
141,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.6,1.2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.06
142,1960,51,39.5,6.6,9.3,2.6,0.3,0.2,2.11,1.63,0.47,0.01
142,1965,44.2,47.5,13.2,8.1,2.3,0.2,0.1,2.35,1.93,0.41,0.01
142,1970,35,54.3,6.1,10.5,2.2,0.2,0.1,2.54,2.04,0.5,0.01
142,1975,29.2,56.8,2.6,13.8,2.2,0.1,0.1,2.81,2.18,0.63,0
142,1980,23.9,57.1,1.1,18.8,2.3,0.1,0.1,3.24,2.4,0.83,0
142,1985,18.8,53.9,0.5,27.1,2.7,0.1,0.1,3.9,2.72,1.18,0
150,1960,27.5,59.3,30.1,10.7,4.3,2.4,2.1,5.11,4.62,0.4,0.09
150,1965,26.2,55.6,28.4,14.4,5.8,3.8,3.3,5.52,4.82,0.56,0.14
150,1970,24.4,53.8,27.7,16.8,6.8,5,4.4,5.87,5.01,0.67,0.19
150,1975,22.7,52.6,27.6,18.6,7.5,6.2,5.4,6.18,5.19,0.77,0.23
150,1980,20.1,50.5,27.7,21.3,8.6,8,6.9,6.69,5.48,0.92,0.3
150,1985,18.3,47.7,28.9,24.9,10,9.1,7.9,7.18,5.78,1.06,0.34
150,1990,6.2,44.6,29.8,33.9,13.7,15.2,13.2,9.03,6.9,1.56,0.57
151,1960,0.9,86,34.7,12.1,5.2,0.9,0.8,7.02,6.6,0.38,0.03
151,1965,1.3,84.3,34,12.7,5.1,1.5,1.3,7.09,6.61,0.42,0.06
151,1970,0.7,71.6,28.9,25.6,10.3,2.1,1.8,7.9,7.02,0.8,0.08
151,1975,1.5,68.8,27.8,26.8,10.8,2.9,2.5,7.99,7.02,0.87,0.11
151,1980,0.5,58.3,23.5,37.2,15,4,3.5,8.74,7.39,1.2,0.15
151,1985,1.1,57.4,23.1,36.3,14.6,5.2,4.5,8.78,7.36,1.23,0.19
151,1990,0.4,41.9,16.9,51.7,20.8,6,5.2,9.75,7.84,1.69,0.22
152,1960,0.5,63.1,25.5,33.1,13.3,3.4,2.9,7.65,6.46,1.06,0.13
152,1965,0.4,64.1,25.9,31.5,12.7,4,3.4,7.63,6.44,1.04,0.15
152,1970,0.5,63.9,25.8,31,12.5,4.6,4,7.66,6.44,1.05,0.17
152,1975,0.7,62,25,30.9,12.4,6.4,5.6,7.83,6.47,1.12,0.24
152,1980,0.5,41.5,16.7,43.9,17.7,14.1,12.3,9.29,6.97,1.8,0.53
152,1985,2.5,36.5,14.7,44.5,18,16.4,14.3,9.45,6.93,1.91,0.61
152,1990,4.2,32.1,13,45.2,18.2,18.5,16,9.59,6.89,2.01,0.69
153,1960,22.1,72.5,14.2,4.4,1.8,1.1,1,4.12,3.91,0.17,0.04
153,1965,22,64,16.1,12.4,5,1.6,1.4,4.8,4.32,0.41,0.06
153,1970,24.3,60.9,16.7,12.6,5.1,2.2,2,4.82,4.29,0.44,0.08
153,1975,25.3,58.3,16.5,13.1,5.3,3.3,2.9,4.93,4.3,0.5,0.12
153,1980,24.6,57.2,16.4,14.3,5.8,4,3.4,5.11,4.4,0.56,0.15
153,1985,22.9,54.6,15.7,17.9,7.2,4.6,4,5.47,4.61,0.69,0.17
153,1990,8.1,28.1,8.1,58.4,23.5,5.4,4.7,8.61,6.55,1.85,0.2
154,1960,1.5,72.4,32.6,22.7,9.2,3.4,3,7.19,6.29,0.77,0.13
154,1965,1.5,62.5,28.2,31.7,12.8,4.3,3.7,7.73,6.51,1.06,0.16
154,1970,0.5,52.7,23.9,40.7,16.4,6.1,5.3,8.42,6.81,1.39,0.23
154,1975,0.8,49.1,22.6,42.1,17,8.1,7,8.69,6.88,1.5,0.3
154,1980,0.7,51,24.2,40,16.1,8.4,7.3,8.64,6.87,1.46,0.31
154,1985,0.7,44.2,22.4,45.1,18.2,10,8.7,9.11,7.07,1.67,0.38
154,1990,0,27.4,16.1,59.8,24.1,12.7,11,10.2,7.54,2.19,0.47
155,1960,24.1,70.7,36.5,3.6,1.5,1.5,1.1,3.81,3.52,0.24,0.05
155,1965,25.1,69.5,35.6,3.7,1.5,1.7,1.3,3.79,3.48,0.26,0.06
155,1970,10.5,82.9,42.7,4.7,1.9,1.8,1.4,4.54,4.16,0.31,0.06
155,1975,8.7,83.1,43.3,6.2,2.5,2,1.6,4.74,4.28,0.38,0.07
155,1980,8.8,62.2,29.8,25.4,10.2,3.5,2.7,5.9,4.49,1.28,0.12
155,1985,7.6,62.9,22.9,23.7,9.5,5.7,4.5,5.88,4.34,1.34,0.2
155,1990,6.2,59,18.8,25.7,10.4,9,7,6.36,4.42,1.62,0.32
